"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Luka Doncic","Dallas Mavericks","Vet",37.5,98.3,29.8,8,8,0.7,0.5,1.5,3.7,22.7,7.3,9.5,3,2.4,2024-11-12
"Giannis Antetokounmpo","Milwaukee Bucks","Vet",34.8,98,28.4,6.1,9.5,2.7,1,1,3.6,20.3,9.5,1.2,9.6,3.1,2024-11-12
"Nikola Jokic","Denver Nuggets","Vet",37.7,98.6,28.3,9.3,10.1,3.5,0.9,1.5,3.9,19.3,6.3,3.9,6,2.5,2024-11-12
"Jayson Tatum","Boston Celtics","Vet",36.7,97.5,27.9,5.5,7.4,0.8,0.6,1.2,2.8,19.7,7.1,10.3,4.3,2.2,2024-11-12
"Shai Gilgeous-Alexander","Oklahoma City Thunder","Vet",33.5,99.8,27.5,5.9,4.7,0.8,0.9,1.5,2.5,19.4,7.6,4.4,5.5,2.2,2024-11-12
"Anthony Edwards","Minnesota Timberwolves","Vet",36.4,97.1,27.3,4.9,5.1,0.7,0.5,1.3,2.9,19.7,5.2,10.1,4.4,2,2024-11-12
"Jalen Brunson","New York Knicks","Vet",35.5,95.8,26.4,7,2.8,0.5,0.1,0.9,2.4,20.6,6.7,5.7,3.9,1.9,2024-11-12
"Anthony Davis","Los Angeles Lakers","Vet",34.5,99.2,26,2.9,8.8,2.8,2.1,1.2,2.3,17.2,7.8,1.8,7.1,2.1,2024-11-12
"De'Aaron Fox","Sacramento Kings","Vet",36.3,98.6,24.8,5.4,4,0.8,0.3,1.8,2.6,19.5,5.1,7,2.9,2.5,2024-11-12
"LaMelo Ball","Charlotte Hornets","Vet",32.3,99.1,24.6,6.6,3.7,0.9,0.3,1.5,3.4,19.1,4.3,10.1,3.8,3.1,2024-11-12
"Cam Thomas","Brooklyn Nets","Vet",34.6,95.2,24.6,3.4,2.9,0.4,0.2,0.8,2.4,18.4,5.9,7.2,3.4,2.2,2024-11-12
"Damian Lillard","Milwaukee Bucks","Vet",35.1,97.9,24.1,6.6,3.5,0.5,0.2,1,2.7,17,6.9,8.5,3.4,1.9,2024-11-12
"Kyrie Irving","Dallas Mavericks","Vet",36.6,97.7,24,4.9,3.5,0.9,0.4,1.3,2,17.9,3.5,6.2,3,2.1,2024-11-12
"Donovan Mitchell","Cleveland Cavaliers","Vet",32.6,98.3,23.8,4.5,3.3,0.6,0.4,1.5,2.3,17.9,4.8,8,3.5,2.2,2024-11-12
"DeMar DeRozan","Sacramento Kings","Vet",37.2,97.2,23.7,4.4,3.5,0.5,0.4,1.2,1.8,17.8,6.6,2.7,2.7,1.8,2024-11-12
"Jaylen Brown","Boston Celtics","Vet",35.3,98.1,23.4,3.6,4.7,1.2,0.5,1.2,2.8,18.2,5.3,6.4,5.1,2.6,2024-11-12
"Devin Booker","Phoenix Suns","Vet",36.4,98.7,23.3,6.7,3,0.8,0.4,1,2.6,17.2,6,7.2,2.8,2.7,2024-11-12
"LeBron James","Los Angeles Lakers","Vet",35.2,99.3,23,9.1,6.7,0.8,0.6,1.2,3.3,16.4,4.8,5.1,6.5,1.3,2024-11-12
"Stephen Curry","Golden State Warriors","Vet",30.9,100.7,22.3,5.7,3.8,0.5,0.3,0.9,2.8,16.7,3.7,10.2,2.2,1.7,2024-11-12
"Cade Cunningham","Detroit Pistons","Vet",34.2,97.7,22.1,8.1,4.9,0.8,0.5,0.9,3.6,18.1,4.1,5.2,4.5,2.5,2024-11-12
"Karl-Anthony Towns","New York Knicks","Vet",32.7,95.9,21.7,2.6,7.4,2.3,0.7,0.7,2.4,15.7,5.1,5.2,5.1,3.1,2024-11-12
"Brandon Ingram","New Orleans Pelicans","Vet",33.6,95.6,21.6,5.4,4.6,0.7,0.6,0.8,2.8,17.6,4.1,5.6,2.4,2.3,2024-11-12
"Trae Young","Atlanta Hawks","Vet",34.3,101.9,21.5,10.6,2.5,0.6,0.2,1.1,4.1,16.5,6,8.5,2.3,1.8,2024-11-12
"Jaren Jackson Jr.","Memphis Grizzlies","Vet",29.9,101.8,21.4,2.1,4.3,1.2,1.4,1.2,2.1,15.8,5.4,5.5,3.7,3.2,2024-11-12
"Norman Powell","Los Angeles Clippers","Vet",34.5,95.9,21.4,2.1,2.9,0.4,0.3,0.9,1.8,15.2,3.7,7.7,2.8,2.1,2024-11-12
"Joel Embiid","Philadelphia 76ers","Vet",26.4,97.6,21.2,3.8,6.2,1.7,1.2,0.9,2.8,16,7.7,4.1,3.4,2.9,2024-11-12
"RJ Barrett","Toronto Raptors","Vet",32,100.3,20.7,4.6,4.6,0.8,0.3,0.7,3,16.5,5.3,5.2,6.2,2.4,2024-11-12
"Victor Wembanyama","San Antonio Spurs","Sophomore",31.8,98.5,20.3,3.6,8.7,2.1,3.4,1.3,3,16.2,4.4,7.3,4.6,2.2,2024-11-12
"Jalen Green","Houston Rockets","Vet",32.3,96.5,20.3,3.2,4.3,0.5,0.3,0.8,2.1,16.7,3.9,8.1,3.8,1.7,2024-11-12
"James Harden","Los Angeles Clippers","Vet",34.6,95.3,20.2,8.4,5.4,0.6,0.7,1.2,3.6,14.7,6,7.4,2.2,2,2024-11-12
"Jalen Williams","Oklahoma City Thunder","Vet",32.9,100.8,20.2,5,4.3,0.8,0.7,1.5,2.1,15.8,2.9,4.3,4.2,2.4,2024-11-12
"Pascal Siakam","Indiana Pacers","Vet",33.3,98.8,20.1,3.9,5.1,1.9,0.4,0.9,1.6,15.2,3.5,4.1,4.4,2.6,2024-11-12
"Jordan Poole","Washington Wizards","Vet",31.1,101.1,20.1,4.8,2.3,0.4,0.4,1.1,2.8,16.4,3.6,8.4,3.2,2.9,2024-11-12
"Jamal Murray","Denver Nuggets","Vet",35,96.3,20,5.2,3.5,0.7,0.4,1.1,2.2,17,3.2,6.1,3.3,1.8,2024-11-12
"Tyler Herro","Miami Heat","Vet",32.8,97.3,19.9,5.3,4.4,0.3,0.2,0.7,2.6,15.6,2.7,8.3,2.1,1.7,2024-11-12
"Julius Randle","Minnesota Timberwolves","Vet",32.1,96.4,19.4,4.2,5.3,2,0.3,0.6,2.7,14,4.7,4.7,4.7,2.4,2024-11-12
"Franz Wagner","Orlando Magic","Vet",30.6,97.2,19.2,4.2,3.9,1,0.4,1,2.3,15.2,4.6,4.6,5.7,2.2,2024-11-12
"Coby White","Chicago Bulls","Vet",33.6,99.9,18.9,4.8,3.4,0.4,0.1,0.8,2.1,14.8,3.1,7.7,3.2,2.3,2024-11-12
"Zach LaVine","Chicago Bulls","Vet",32.2,101.9,18.9,3.7,4,0.3,0.3,0.8,2.2,13.6,3.5,6.6,3.7,1.7,2024-11-12
"Domantas Sabonis","Sacramento Kings","Vet",35.9,97.7,18.7,7.1,9.8,3.3,0.5,0.9,2.8,12.5,4.7,1.8,5.6,3.2,2024-11-12
"Darius Garland","Cleveland Cavaliers","Vet",31.5,98.2,18.5,6.4,2.2,0.4,0.2,1.2,2.5,14.2,2.3,7.1,2.6,2.1,2024-11-12
"Lauri Markkanen","Utah Jazz","Vet",30.8,99.8,18.3,2.1,5.1,2,0.3,0.8,1.7,13.6,4.8,6.2,3,1.7,2024-11-12
"Tyrese Haliburton","Indiana Pacers","Vet",33.9,99.9,18.2,8.6,3.4,0.6,0.6,1.4,2.1,14,2.8,7.8,2.1,1.4,2024-11-12
"Myles Turner","Indiana Pacers","Vet",32.5,98.2,18.2,1.8,6.2,1.5,1.8,0.7,1.9,13.1,4,5.6,3.3,3.1,2024-11-12
"Bam Adebayo","Miami Heat","Vet",34,96.4,18.1,3.8,7.1,2.3,0.9,1.2,2.1,14.5,4.6,2.2,3.8,2.4,2024-11-12
"Alperen Sengun","Houston Rockets","Vet",29.3,95.7,18.1,4,6.4,2.8,0.8,1,2.3,14.3,5.1,1.3,5.5,3,2024-11-12
"Bennedict Mathurin","Indiana Pacers","Vet",31.3,99.2,17.8,2.2,4.1,1.2,0.3,0.7,1.9,12.2,4.8,4.5,4,2.2,2024-11-12
"Jalen Johnson","Atlanta Hawks","Vet",34,102.3,17.7,4.2,7.1,1.5,0.8,1.3,2.6,14,3.5,4.7,4.8,2.3,2024-11-12
"Nikola Vucevic","Chicago Bulls","Vet",30.7,100.2,17.7,3,7.6,2.4,0.8,0.7,1.6,13.6,1.8,4.2,3.3,2.3,2024-11-12
"Collin Sexton","Utah Jazz","Vet",28.2,99.8,17.5,4.6,2,0.7,0.2,0.8,2.3,12.9,4.6,3.7,2.9,2.3,2024-11-12
"Dennis Schroder","Brooklyn Nets","Vet",34.2,95.6,17.5,6.4,2.7,0.4,0.2,1,2.4,13.7,3.1,6.4,3,2.4,2024-11-12
"Evan Mobley","Cleveland Cavaliers","Vet",31,98,17.4,2.8,6.8,2.3,1.6,0.9,1.9,12.6,4,1.9,6.3,2.6,2024-11-12
"Paul George","Philadelphia 76ers","Vet",30.4,96.3,17.3,4.3,4.2,0.6,0.4,1.3,2.5,14.2,3.5,6.4,1.8,2.5,2024-11-12
"Paolo Banchero","Orlando Magic","Vet",24.6,97.4,17.3,3.6,4.3,0.9,0.4,0.6,2.3,13.3,5.2,4,3.9,1.6,2024-11-12
"Bradley Beal","Phoenix Suns","Vet",34.7,98.3,17.3,4.3,3.3,0.9,0.6,1,2,13.3,2.1,6,3,2.5,2024-11-12
"Brandon Miller","Charlotte Hornets","Sophomore",30.6,96.9,17.3,2.8,3.6,0.6,0.5,0.9,1.8,14.2,2.5,8.4,2.1,2.3,2024-11-12
"Jimmy Butler","Miami Heat","Vet",31.6,95.2,17.1,4.9,3,1.8,0.3,1.4,1.8,11.9,6.4,2.1,3.3,1.4,2024-11-12
"Jaden Ivey","Detroit Pistons","Vet",30.9,97.5,17.1,3.9,2.7,1,0.4,0.8,2.6,14,4,4.9,3.8,2.6,2024-11-12
"Michael Porter Jr.","Denver Nuggets","Vet",35.4,98.2,17,2.2,5.9,1.2,0.6,0.8,1.3,13,1.6,7.2,2.8,2,2024-11-12
"Austin Reaves","Los Angeles Lakers","Vet",33.5,99.2,16.8,5.1,3.3,0.7,0.3,0.9,2,13,3.5,6.8,2.5,2.1,2024-11-12
"Jerami Grant","Portland Trail Blazers","Vet",29.9,97.8,16.4,2.2,2.8,0.5,0.7,0.8,1.5,12.9,4.1,5.8,3.1,1.9,2024-11-12
"Derrick White","Boston Celtics","Vet",33.7,97.7,16.3,4.5,3.3,0.8,1.1,1,1.4,12.3,1.9,8.3,1.5,2.2,2024-11-12
"Anfernee Simons","Portland Trail Blazers","Vet",28.1,97.5,16.1,4.4,2.2,0.3,0.1,0.6,2.1,13.6,2.6,6.8,2.4,1.6,2024-11-12
"Immanuel Quickley","Toronto Raptors","Vet",26.8,98.5,15.9,4.9,3.1,0.3,0.2,0.8,1.9,13,3.6,5.8,2.1,1.8,2024-11-12
"Brandon Boston Jr.","New Orleans Pelicans","Vet",33.8,96.3,15.9,3,3.2,1.1,0.4,1.1,1.7,13.4,2.6,4.7,3.4,2.1,2024-11-12
"Cameron Johnson","Brooklyn Nets","Vet",32.6,95.6,15.4,2.7,3.9,0.8,0.3,1,1.1,11.9,2.3,7.4,2.3,2.1,2024-11-12
"Keegan Murray","Sacramento Kings","Vet",36,98.1,15.2,2,5.1,1.8,0.7,0.9,0.9,12.7,1.9,6.5,2.1,2.5,2024-11-12
"Devin Vassell","San Antonio Spurs","Vet",26.8,98.8,15.1,3.2,2.6,0.3,0.2,0.9,1.4,12.7,2.2,5.3,2.2,1.4,2024-11-12
"Fred VanVleet","Houston Rockets","Vet",33.3,95.6,14.9,6.3,3,0.5,0.5,1.4,1.5,12.2,2.8,6.8,1.2,2.3,2024-11-12
"Terry Rozier","Miami Heat","Vet",31.3,96.9,14.9,4.3,3.4,0.4,0.3,1,1.4,12.7,2,6.5,2.3,1.6,2024-11-12
"Gradey Dick","Toronto Raptors","Sophomore",28.8,98.6,14.8,1.8,2.1,0.5,0.2,0.8,1.3,12,2.2,5.8,2.6,1.9,2024-11-12
"Ivica Zubac","Los Angeles Clippers","Vet",32.8,95,14.7,2.3,7.7,3.5,1.1,0.6,1.9,11,3.4,0.4,4.8,2.9,2024-11-12
"Andrew Wiggins","Golden State Warriors","Vet",27.2,100,14.7,1.9,3,1.3,0.6,0.7,1.3,11.4,3.1,4.6,2.8,2.1,2024-11-12
"OG Anunoby","New York Knicks","Vet",33.8,95.8,14.6,2.2,3.6,0.8,0.6,1.4,1.5,11.3,1.8,5.3,3.5,2.1,2024-11-12
"Bilal Coulibaly","Washington Wizards","Sophomore",34.6,98.9,14.6,3,3.7,1.4,0.8,1.1,2,10.7,3.1,3.9,3.6,2.5,2024-11-12
"Kelly Oubre Jr.","Philadelphia 76ers","Vet",29.9,97.3,14.4,1.6,3.2,1.2,0.5,1.1,1.4,12.1,3,4.4,3.9,3,2024-11-12
"Jarrett Allen","Cleveland Cavaliers","Vet",30.4,99.2,14.1,2.1,7.8,3,1,0.8,1.2,9.5,3.7,0.4,5.9,1.8,2024-11-12
"Mikal Bridges","New York Knicks","Vet",34.7,96.3,14.1,3.3,3,0.8,0.4,1.1,1.4,12.5,1.8,6.8,1.6,1.6,2024-11-12
"Deandre Ayton","Portland Trail Blazers","Vet",26.9,97.9,14.1,1.3,6.7,2.6,0.6,0.7,1.3,11.5,1.2,0.8,3.4,1.9,2024-11-12
"Jose Alvarado","New Orleans Pelicans","Vet",32.7,96,13.9,5.2,2.8,0.6,0.3,1.7,1.8,11.8,1.7,7,1.6,2.4,2024-11-12
"Jonathan Kuminga","Golden State Warriors","Vet",23.7,98.7,13.9,2,3.1,1,0.4,0.7,1.5,10.3,3.7,2.9,3.6,2.1,2024-11-12
"Klay Thompson","Dallas Mavericks","Vet",28.9,97.3,13.6,2,2.8,0.4,0.3,0.6,1,11.8,1,7.5,0.6,1.5,2024-11-12
"Tobias Harris","Detroit Pistons","Vet",31.6,96.7,13.3,2.3,5.5,1.1,0.7,0.8,1.1,10.6,1.7,3.7,2.5,2,2024-11-12
"Josh Giddey","Chicago Bulls","Vet",27,101.1,13.3,6,4.9,1.4,0.4,0.7,2.5,10.7,2.4,3.4,4,1.5,2024-11-12
"Jalen Suggs","Orlando Magic","Vet",27.5,97.7,13.2,3.4,3.1,0.6,0.6,1.3,2.2,10.4,2.8,5.6,2.2,2.4,2024-11-12
"D'Angelo Russell","Los Angeles Lakers","Vet",27.1,99.4,13.2,4.2,2,0.3,0.2,0.8,1.5,10.6,1.9,6.3,1.4,1.8,2024-11-12
"John Collins","Utah Jazz","Vet",22.8,99.3,13.1,1.6,4.9,1.8,0.7,0.5,1.7,9.7,2.9,2.7,3.6,2.7,2024-11-12
"Keldon Johnson","San Antonio Spurs","Vet",26.8,97.1,13.1,1.8,3.7,1.1,0.2,0.7,1.1,10,2.6,4.3,3.2,1.8,2024-11-12
"Jrue Holiday","Boston Celtics","Vet",31.1,97.4,12.6,4.1,3.3,1,0.4,1,1.7,9.6,1.1,5,2.2,1.6,2024-11-12
"Aaron Wiggins","Oklahoma City Thunder","Vet",26.4,99.1,12.5,2.2,3,1.1,0.4,1.1,1.4,9.7,1.5,4.1,3.3,1.7,2024-11-12
"Josh Hart","New York Knicks","Vet",36.7,95.2,12.3,4.9,7.4,2,0.4,1.1,2,9.2,2.2,3.5,3.9,2.5,2024-11-12
"Rui Hachimura","Los Angeles Lakers","Vet",30.4,97.7,12.2,1.3,3.7,1.2,0.3,0.6,0.9,9.6,1.8,3.7,3.3,1.8,2024-11-12
"Bobby Portis","Milwaukee Bucks","Vet",22.4,97.1,12.2,1.1,5.4,1.7,0.3,0.6,1.1,10.5,1.4,2.6,2.6,2,2024-11-12
"Khris Middleton","Milwaukee Bucks","Vet",21.8,97.5,12.1,3.7,3.2,0.7,0.2,0.7,1.8,9.7,2.1,3.6,1,2.5,2024-11-12
"Jakob Poeltl","Toronto Raptors","Vet",29,98.7,12,2.7,6.4,3.5,1.3,0.8,1.9,9.3,2.4,0.3,4.9,3.1,2024-11-12
"Dillon Brooks","Houston Rockets","Vet",29.9,96.3,12,1.3,2.5,0.7,0.2,0.8,0.9,10,1.6,5.2,1.6,2.9,2024-11-12
"Donte DiVincenzo","Minnesota Timberwolves","Vet",27,97.7,11.9,3,2.6,0.7,0.4,1.2,1.5,10.1,1.4,7.3,1.9,2.1,2024-11-12
"Ayo Dosunmu","Chicago Bulls","Vet",28.1,100.1,11.9,3.4,2.6,0.6,0.4,0.8,1.6,9.5,1.5,4.4,3.6,2.2,2024-11-12
"Buddy Hield","Golden State Warriors","Vet",20.9,96.3,11.7,1.8,2.2,0.5,0.3,0.7,1,9.1,1,6.4,1.6,1.7,2024-11-12
"Christian Braun","Denver Nuggets","Vet",28.9,98.3,11.7,1.8,3.5,1.3,0.5,0.8,0.9,8.2,2.2,3,3.8,2.2,2024-11-12
"Kyshawn George","Washington Wizards","Rookie",32.7,99.6,11.7,2.5,4.5,0.9,1,1,1.3,9.8,1.3,7.2,2,3.6,2024-11-12
"Jabari Smith Jr.","Houston Rockets","Vet",27.5,96.1,11.6,1.3,4.6,1.5,0.7,0.6,1,9.4,2.1,4.5,2,2.2,2024-11-12
"De'Andre Hunter","Atlanta Hawks","Vet",22.3,100.3,11.5,1.4,2.7,0.4,0.2,0.5,1.1,9.2,2.8,4.4,1.7,2.1,2024-11-12
"Corey Kispert","Washington Wizards","Vet",27.7,99.2,11.5,2,2.7,0.4,0.2,0.6,1,9.1,1.9,5.4,2.1,1.8,2024-11-12
"Jordan Clarkson","Utah Jazz","Vet",21,99,11.5,3.2,1.9,0.5,0.1,0.5,1.7,9.8,2.2,4.6,1.1,1.3,2024-11-12
"Luguentz Dort","Oklahoma City Thunder","Vet",28.7,100.5,11.4,1.8,2.8,1,0.5,1,1,8.8,2.1,5.7,1.8,2.8,2024-11-12
"Santi Aldama","Memphis Grizzlies","Vet",28.6,101,11.4,2.9,5.3,1.4,0.7,0.8,1.3,9.3,1.5,4.6,2.7,1.5,2024-11-12
"Tari Eason","Houston Rockets","Vet",23.3,97.2,11.3,1.2,3.8,2.1,0.8,1.3,1,8.9,1.7,3.2,4.1,2.4,2024-11-12
"Caris LeVert","Cleveland Cavaliers","Vet",24.7,98.7,11.3,4,2.8,0.6,0.4,1,1.4,8.9,2.2,3.7,2.9,1.6,2024-11-12
"Trey Murphy III","New Orleans Pelicans","Vet",25.4,96.9,11.2,1.8,3.6,0.6,0.4,0.8,0.8,8.8,1.9,5.7,1.4,1.4,2024-11-12
"Naz Reid","Minnesota Timberwolves","Vet",21.5,97.9,11.2,1.4,4,0.8,0.7,0.6,1.2,8.5,1.7,4.4,2.2,2.1,2024-11-12
"Scoot Henderson","Portland Trail Blazers","Sophomore",23,99.5,11.2,4.8,1.9,0.6,0.1,0.7,2.4,9.5,2.9,2.9,3.1,2.3,2024-11-12
"Rudy Gobert","Minnesota Timberwolves","Vet",30.5,96.5,11.1,1.7,8,3.3,1.5,0.7,1.5,6.7,3.9,0.3,5.2,3,2024-11-12
"Kevin Huerter","Sacramento Kings","Vet",27.6,98,11.1,2.5,3.1,0.6,0.4,0.9,0.9,9.3,0.8,6.2,1.4,2.3,2024-11-12
"Payton Pritchard","Boston Celtics","Vet",22.6,97,11.1,2.7,1.8,0.6,0,0.6,0.9,8.5,0.8,6.2,1,1.4,2024-11-12
"Stephon Castle","San Antonio Spurs","Rookie",28,96.4,11.1,2.8,2.6,0.8,0.3,1,1.7,9.6,2.3,4.1,3.4,2.3,2024-11-12
"Malik Beasley","Detroit Pistons","Vet",24.6,98.3,10.9,1.4,2.1,0.3,0.1,0.6,0.9,9.4,1.1,6.6,0.8,1.6,2024-11-12
"Dyson Daniels","Atlanta Hawks","Vet",27.5,102.7,10.8,2.4,3.4,1,0.5,1.8,1.3,9.2,1.5,3.2,2.9,2.2,2024-11-12
"Alexandre Sarr","Washington Wizards","Rookie",25.7,100.1,10.8,1.9,4.4,1.7,1.9,0.6,1.4,9,2.1,4.5,2.7,3,2024-11-12
"Brook Lopez","Milwaukee Bucks","Vet",28.6,98.2,10.7,1.5,3.2,1.3,1.9,0.6,1,8.2,1.4,4.6,1.9,2.1,2024-11-12
"Tyus Jones","Phoenix Suns","Vet",30.6,98.6,10.6,6.2,2.3,0.4,0.2,1.1,1.1,8.6,0.6,4.8,1.1,0.9,2024-11-12
"Tim Hardaway Jr.","Detroit Pistons","Vet",26.8,96.3,10.6,1.8,2.3,0.2,0.1,0.6,0.8,8.2,1.3,5.6,0.7,1.4,2024-11-12
"Scotty Pippen Jr.","Memphis Grizzlies","Vet",22.2,100.7,10.5,4.5,2.5,0.7,0.3,1.1,2.1,7.8,2.1,3,2.7,2.4,2024-11-12
