"Player","Team","Experience","Minutes","Pace","PTS","AST","DREB","OREB","BLK","STL","TOV","FGA","FTA","FG3A","RimFGA","PF","date_of_projection"
"Rob Dillingham","Minnesota Timberwolves","Rookie",1.4,98.6,0.5,0.2,0.1,0,0,0.1,0.1,0.5,0.1,0.2,0.2,0.1,2024-11-12
"D.J. Carton","Toronto Raptors","Sophomore",1.7,100.3,0.5,0.2,0.1,0,0,0.1,0.1,0.4,0.1,0.2,0.1,0.1,2024-11-12
"Kel'el Ware","Miami Heat","Rookie",1.4,98.4,0.5,0.1,0.2,0.1,0.1,0,0.1,0.5,0.1,0.1,0.2,0.2,2024-11-12
"Dru Smith","Miami Heat","Vet",1.4,97.4,0.4,0.2,0.2,0.1,0,0.1,0.1,0.4,0.1,0.1,0.1,0.2,2024-11-12
"Christian Koloko","Los Angeles Lakers","Vet",1.4,97.2,0.4,0.1,0.2,0.1,0.1,0,0.1,0.3,0.1,0.1,0.2,0.2,2024-11-12
"Terrence Shannon Jr.","Minnesota Timberwolves","Rookie",1.1,98.7,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.1,0.1,0.1,2024-11-12
"Kobe Bufkin","Atlanta Hawks","Sophomore",0.9,98.1,0.4,0.1,0.1,0,0,0,0.1,0.4,0.1,0.2,0.1,0.1,2024-11-12
"Tyler Kolek","New York Knicks","Rookie",1,97.5,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.2,0.1,0.1,2024-11-12
"Jaylen Clark","Minnesota Timberwolves",NA,1,98,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.1,0.1,0.1,2024-11-12
"Stanley Umude","Milwaukee Bucks","Vet",1.1,99,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.2,0,0.1,2024-11-12
"Joe Ingles","Minnesota Timberwolves","Vet",2,96.2,0.4,0.3,0.2,0.1,0,0.1,0.1,0.3,0.1,0.3,0,0.2,2024-11-12
"Drew Peterson","Boston Celtics","Sophomore",1.1,96.9,0.4,0.1,0.1,0.1,0,0,0.1,0.3,0.1,0.2,0.1,0.1,2024-11-12
"Pat Spencer","Golden State Warriors","Sophomore",1.2,96.9,0.4,0.2,0.1,0,0,0,0.1,0.4,0.1,0.1,0.1,0.1,2024-11-12
"Reece Beekman","Golden State Warriors","Rookie",1.1,97.3,0.4,0.1,0.1,0,0,0,0.1,0.3,0.1,0.2,0.1,0.1,2024-11-12
"Jaden Springer","Boston Celtics","Vet",1,97.4,0.3,0.1,0.1,0.1,0,0.1,0.1,0.3,0.1,0.1,0.1,0.1,2024-11-12
"Richaun Holmes","Washington Wizards","Vet",0.7,99.1,0.3,0,0.1,0.1,0,0,0,0.2,0.1,0,0.1,0.1,2024-11-12
"Leonard Miller","Minnesota Timberwolves","Sophomore",0.8,98.2,0.3,0.1,0.2,0.1,0,0,0,0.2,0.1,0.1,0.1,0.1,2024-11-12
"Wendell Moore Jr.","Detroit Pistons","Vet",0.7,96.7,0.3,0.1,0.1,0,0,0,0,0.2,0,0.1,0.1,0.1,2024-11-12
"Kenyon Martin Jr.","Philadelphia 76ers","Vet",1,96.4,0.3,0.1,0.1,0.1,0,0,0,0.2,0.1,0,0.1,0.1,2024-11-12
"Ricky Council IV","Philadelphia 76ers","Sophomore",0.7,96.2,0.3,0,0.1,0,0,0,0,0.2,0.1,0.1,0.1,0,2024-11-12
"Cory Joseph","Orlando Magic","Vet",0.9,96.1,0.3,0.1,0.1,0,0,0,0,0.3,0,0.2,0,0.1,2024-11-12
"Alondes Williams","Detroit Pistons","Vet",0.8,97.7,0.3,0.1,0.1,0,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-11-12
"Caleb Houstan","Orlando Magic","Vet",1.1,96.4,0.3,0,0.1,0,0,0,0,0.3,0,0.3,0,0.1,2024-11-12
"Yuki Kawamura","Memphis Grizzlies","Rookie",0.8,99.5,0.3,0.2,0.1,0,0,0,0.1,0.3,0.1,0.2,0,0.1,2024-11-12
"Jack McVeigh","Houston Rockets","Rookie",0.7,98.2,0.3,0,0.1,0,0,0,0,0.2,0.1,0.1,0.1,0.1,2024-11-12
"Chris Livingston","Milwaukee Bucks","Sophomore",0.9,97.2,0.3,0.1,0.1,0,0,0,0.1,0.3,0.1,0.1,0.1,0.1,2024-11-12
"Cui Yongxi","Brooklyn Nets","Rookie",0.7,98.4,0.3,0.1,0.1,0,0,0,0,0.2,0.1,0.1,0.1,0.1,2024-11-12
"Taze Moore","Portland Trail Blazers","Sophomore",0.8,97.6,0.3,0.1,0.1,0,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-11-12
"Colby Jones","Sacramento Kings","Sophomore",0.8,97,0.3,0.1,0.1,0.1,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-11-12
"AJ Johnson","Milwaukee Bucks","Rookie",0.8,98.6,0.3,0.1,0.1,0,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-11-12
"Tyrese Martin","Brooklyn Nets","Vet",0.8,96.9,0.3,0.1,0.1,0,0,0,0,0.3,0.1,0.1,0.1,0.1,2024-11-12
"Enrique Freeman","Indiana Pacers","Rookie",1.2,97.6,0.3,0.1,0.1,0.1,0,0,0.1,0.3,0.1,0.1,0.1,0.1,2024-11-12
"Kessler Edwards","Dallas Mavericks","Vet",0.8,97.2,0.3,0,0.1,0,0,0,0,0.2,0,0.2,0.1,0.1,2024-11-12
"DeAndre Jordan","Denver Nuggets","Vet",1.1,98.6,0.3,0.1,0.3,0.1,0,0,0.1,0.3,0.1,0,0.2,0.2,2024-11-12
"Malevy Leons","Oklahoma City Thunder","Rookie",0.8,98.1,0.3,0,0.1,0.1,0,0,0,0.2,0.1,0.1,0.1,0.1,2024-11-12
"Isaac Jones","Sacramento Kings","Rookie",0.8,96.7,0.3,0,0.1,0.1,0,0,0,0.2,0.1,0.1,0.1,0.1,2024-11-12
"Monte Morris","Phoenix Suns","Vet",0.5,97.7,0.2,0.1,0,0,0,0,0,0.2,0,0.1,0,0,2024-11-12
"Oscar Tshiebwe","Utah Jazz","Sophomore",0.6,97.6,0.2,0,0.1,0.1,0,0,0,0.2,0.1,0.1,0.1,0.1,2024-11-12
"Jazian Gortman","Dallas Mavericks","Rookie",0.4,97.5,0.2,0.1,0,0,0,0,0,0.1,0,0.1,0,0,2024-11-12
"Cole Swider","Detroit Pistons","Vet",0.6,97.8,0.2,0,0.1,0,0,0,0,0.2,0,0.1,0,0.1,2024-11-12
"Garrett Temple","Toronto Raptors","Vet",0.9,97.6,0.2,0.1,0.1,0,0,0,0,0.2,0,0.1,0.1,0.1,2024-11-12
"Daniss Jenkins","Detroit Pistons","Rookie",0.5,96.6,0.2,0.1,0,0,0,0,0,0.2,0,0.1,0,0,2024-11-12
"Colin Castleton","Memphis Grizzlies","Sophomore",0.5,99.3,0.2,0,0.1,0,0,0,0,0.1,0,0,0,0.1,2024-11-12
"Jeenathan Williams","Houston Rockets","Vet",0.3,99,0.1,0,0,0,0,0,0,0.1,0,0,0,0,2024-11-12
"Jacob Toppin","New York Knicks","Sophomore",0.4,95.8,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,2024-11-12
"Dario Saric","Denver Nuggets","Vet",0.2,96.6,0.1,0,0,0,0,0,0,0.1,0,0,0,0,2024-11-12
"Baylor Scheierman","Boston Celtics","Rookie",0.4,97.7,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0,2024-11-12
"Tristan Thompson","Cleveland Cavaliers","Vet",0.3,96.6,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,2024-11-12
"Jason Preston","Utah Jazz","Vet",0.4,98,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,2024-11-12
"Mouhamed Gueye","Atlanta Hawks","Sophomore",0.2,98.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,2024-11-12
"Kawhi Leonard","Los Angeles Clippers","Vet",0,96.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Chet Holmgren","Oklahoma City Thunder","Vet",0,100.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Isaiah Hartenstein","Oklahoma City Thunder","Vet",0,96.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Herbert Jones","New Orleans Pelicans","Vet",0,97.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Zion Williamson","New Orleans Pelicans","Vet",0,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Lonzo Ball","Chicago Bulls","Vet",0,100.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"CJ McCollum","New Orleans Pelicans","Vet",0,96.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Dejounte Murray","New Orleans Pelicans","Vet",0,99,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Kenrich Williams","Oklahoma City Thunder","Vet",0,97,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Tre Jones","San Antonio Spurs","Vet",0,99,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Max Strus","Cleveland Cavaliers","Vet",0,97,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Xavier Tillman","Boston Celtics","Vet",0.1,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Delon Wright","Milwaukee Bucks","Vet",0,96.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Day'Ron Sharpe","Brooklyn Nets","Vet",0,96.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Saddiq Bey","Washington Wizards","Vet",0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Lindy Waters III","Golden State Warriors","Vet",0,97.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jaylin Williams","Oklahoma City Thunder","Vet",0,97,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Justin Champagnie","Washington Wizards","Vet",0,98.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Cam Whitmore","Houston Rockets","Sophomore",0,98.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Craig Porter","Cleveland Cavaliers","Sophomore",0,97.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Svi Mykhailiuk","Utah Jazz","Vet",0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Malcolm Brogdon","Washington Wizards","Vet",0,96.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"David Duke Jr.","San Antonio Spurs","Vet",0,98.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Orlando Robinson","Sacramento Kings","Vet",0,97,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Malik Monk","Sacramento Kings","Vet",0,98.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"E.J. Liddell","Chicago Bulls","Vet",0,97.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Cody Zeller","Atlanta Hawks","Vet",0,97.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"JD Davison","Boston Celtics","Vet",0,97.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Gui Santos","Golden State Warriors","Sophomore",0,98.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Dariq Whitehead","Brooklyn Nets","Sophomore",0,99.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Trendon Watford","Brooklyn Nets","Vet",0,96.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"JT Thor","Cleveland Cavaliers","Vet",0,97.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Mo Bamba","Los Angeles Clippers","Vet",0,96.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Collin Gillespie","Phoenix Suns","Vet",0,96.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jordan Walsh","Boston Celtics","Sophomore",0,96.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Tristan Vukcevic","Washington Wizards","Sophomore",0,98.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Seth Lundy","Atlanta Hawks","Sophomore",0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Lester Quinones","Philadelphia 76ers","Vet",0,97.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jaylen Martin","Brooklyn Nets","Sophomore",0,98.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Quentin Grimes","Dallas Mavericks","Vet",0,96.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"DaQuan Jeffries","Charlotte Hornets","Vet",0,97.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Luke Travers","Cleveland Cavaliers","Rookie",0,96.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Trevelin Queen","Orlando Magic","Vet",0,97.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Damion Lee","Phoenix Suns","Vet",0,95.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Mac McClung","Orlando Magic","Vet",0,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jalen Pickett","Denver Nuggets","Sophomore",0,97.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Adam Flagler","Oklahoma City Thunder","Sophomore",0,96.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Maxwell Lewis","Los Angeles Lakers","Sophomore",0,97.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Vlatko Cancar","Denver Nuggets","Vet",0,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Keshad Johnson","Miami Heat",NA,0,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jeremy Sochan","San Antonio Spurs","Vet",0,96.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Mason Jones","Sacramento Kings","Vet",0,97.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Isaiah Crawford","Sacramento Kings",NA,0,97.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Kevin McCullar Jr.","New York Knicks",NA,0,97.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Anton Watson","Boston Celtics",NA,0,97.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Tristen Newton","Indiana Pacers",NA,0,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Alex Ducas","Oklahoma City Thunder","Rookie",0,96.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Matt Ryan","New York Knicks","Vet",0,98.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Cam Christie","Los Angeles Clippers",NA,0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Riley Minix","San Antonio Spurs","Rookie",0,98,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Nikola Topić","Oklahoma City Thunder",NA,0,97.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Spencer Jones","Denver Nuggets","Rookie",0,97.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Cam Spencer","Memphis Grizzlies",NA,0,97.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jaylon Tyson","Cleveland Cavaliers","Rookie",0,98.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Emoni Bates","Cleveland Cavaliers","Sophomore",0,97.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"MarJon Beauchamp","Milwaukee Bucks","Vet",0,99.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"DJ Steward","Chicago Bulls",NA,0,97.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Kyle Kuzma","Washington Wizards","Vet",0,100.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Quincy Olivari","Los Angeles Lakers",NA,0,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Torrey Craig","Chicago Bulls","Vet",0,96.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Justin Edwards","Philadelphia 76ers",NA,0,96.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Ja'Kobe Walter","Toronto Raptors","Rookie",0,98.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Devin Carter","Sacramento Kings",NA,0,97.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jalen Bridges","Phoenix Suns",NA,0,97.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Harrison Ingram","San Antonio Spurs","Rookie",0,98.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Brandon Williams","Dallas Mavericks","Vet",0,97.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"P.J. Tucker","Los Angeles Clippers","Vet",0,96,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Armel Traoré","Los Angeles Lakers",NA,0,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"James Johnson","Indiana Pacers","Vet",0,96.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"KJ Simpson","Charlotte Hornets","Rookie",0,97.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Adama Sanogo","Chicago Bulls","Sophomore",0,98.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Bobi Klintman","Detroit Pistons",NA,0,97,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Pacôme Dadiet","New York Knicks","Rookie",0,96,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Bojan Bogdanovic","Brooklyn Nets","Vet",0,96.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Adem Bona","Philadelphia 76ers","Rookie",0,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Trey Alexander","Denver Nuggets","Rookie",0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"TyTy Washington Jr.","Phoenix Suns","Vet",0,97.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Bronny James","Los Angeles Lakers","Rookie",0,97.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Johnny Furphy","Indiana Pacers","Rookie",0,97.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jalen Hood-Schifino","Los Angeles Lakers","Sophomore",0,97.6,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Ulrich Chomche","Toronto Raptors","Rookie",0,97.1,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jordan Hawkins","New Orleans Pelicans","Sophomore",0,98,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Ariel Hukporti","New York Knicks","Rookie",0,96.8,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Trentyn Flowers","Los Angeles Clippers",NA,0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Brice Sensabaugh","Utah Jazz","Sophomore",0,99.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"DaRon Holmes II","Denver Nuggets",NA,0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"N'Faly Dante","Houston Rockets",NA,0,97.4,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Hunter Tyson","Denver Nuggets","Sophomore",0,101.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"PJ Hall","Denver Nuggets",NA,0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Karlo Matkovic","New Orleans Pelicans","Rookie",0,98.7,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Jesse Edwards","Minnesota Timberwolves",NA,0,97.3,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Quinten Post","Golden State Warriors",NA,0,97.2,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
"Markieff Morris","Dallas Mavericks","Vet",0,97.9,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
